"person_id","name","total_years","seniority_level","skills_detected","skill_count"
"R_208",NA,15,"Lead","java, python, javascript, c\+\+, scala, groovy, go, perl, r, shell scripting, html, html5, css, css3, xml, json, ajax, rest, soap, react, reactjs, angular, angularjs, node, nodejs, jquery, backbone, dojo, spring, spring boot, spring mvc, hibernate, jpa, struts, jsf, ejb, jsp, servlet, mybatis, sql, mysql, oracle, sql server, mongodb, cassandra, hbase, db2, teradata, aws, azure, ec2, s3, docker, jenkins, git, github, svn, bitbucket, clearcase, junit, selenium, cucumber, jasmine, karma, maven, gradle, ant, webpack, grunt, hadoop, spark, hive, kafka, hbase, tableau, ssrs, agile, scrum, waterfall, tdd, soa, rest api, linux, unix, windows, red hat, solaris, aix, jira, excel, visio, postman, soapui, ios, machine learning, informatica, ssis, soap ui, apache cxf, jersey",100
"R_209",NA,10,"Lead","go, r, less, rest, express, ember, sql, oracle, sql server, ec2, jenkins, ant, agile, scrum, waterfall, windows, jira, excel, visio, ios, etl, informatica, ssis, jersey",24
"R_210",NA,8,"Lead","java, python, javascript, scala, go, php, perl, r, shell scripting, html, html5, css, css3, sass, less, xml, json, ajax, rest, soap, react, reactjs, angular, angularjs, node, jquery, backbone, spring, jsp, codeigniter, zend, sql, mysql, oracle, sql server, s3, jenkins, git, svn, junit, drupal, wordpress, joomla, magento, ci/cd, soa, rest api, linux, unix, windows, excel",51
"R_211",NA,8,"Lead","java, javascript, c\+\+, groovy, go, r, shell scripting, html, html5, css, css3, less, xml, json, ajax, rest, soap, react, angular, angularjs, node, jquery, backbone, dojo, spring, spring boot, spring mvc, spring security, hibernate, jpa, struts, jsf, ejb, jsp, servlet, apache camel, sql, mysql, oracle, sql server, mongodb, cassandra, db2, s3, jenkins, git, github, svn, junit, selenium, mockito, maven, ant, agile, scrum, waterfall, tdd, microservices, soa, rest api, linux, unix, windows, red hat, solaris, jira, confluence, visio, ios, jersey",70
"R_212",NA,NA,"Unknown","java, python, javascript, c\+\+, scala, groovy, go, perl, r, shell scripting, html, html5, css, css3, xml, ajax, rest, soap, angular, angularjs, node, jquery, backbone, spring, spring boot, spring mvc, hibernate, jpa, struts, jsf, ejb, jsp, servlet, sql, mysql, oracle, sql server, mongodb, cassandra, hbase, db2, aws, azure, ec2, s3, lambda, docker, jenkins, bamboo, junit, selenium, cucumber, ant, yarn, hadoop, spark, hive, pig, kafka, storm, hbase, yarn, sqoop, flume, tableau, agile, soa, windows, jira, visio, machine learning, etl, informatica, talend, data warehouse, olap, soap ui, mule esb, apache cxf",79
"R_213",NA,8,"Lead","java, python, javascript, c\+\+, scala, go, r, shell scripting, html, html5, css, css3, less, xml, json, ajax, rest, soap, react, angular, node, nodejs, express, jquery, backbone, ember, polymer, dojo, spring, spring boot, spring mvc, spring security, hibernate, jpa, struts, jsf, ejb, jsp, servlet, apache camel, sql, mysql, postgresql, oracle, sql server, cassandra, hbase, db2, aws, ec2, s3, docker, jenkins, git, github, svn, junit, testng, selenium, mocha, jasmine, mockito, protractor, karma, maven, ant, gulp, grunt, npm, hadoop, hive, pig, kafka, hbase, sqoop, flume, agile, scrum, waterfall, tdd, microservices, soa, rest api, linux, unix, windows, mac os, jira, excel, visio, soapui, splunk, ios, soap ui, mule esb, apache cxf, jersey",97
"R_214",NA,17,"Lead","java, javascript, scala, groovy, go, r, html, html5, css, css3, sass, less, xml, json, ajax, rest, soap, react, reactjs, angular, angularjs, node, nodejs, express, jquery, backbone, ember, dojo, spring, spring boot, spring mvc, spring security, hibernate, jpa, struts, jsf, ejb, jsp, servlet, apache camel, sql, mysql, oracle, sql server, mongodb, cassandra, redis, db2, aws, ec2, s3, lambda, cloud foundry, docker, kubernetes, jenkins, git, github, svn, junit, testng, selenium, jasmine, mockito, karma, maven, gradle, ant, grunt, pig, kafka, jasper reports, wordpress, aem, adobe experience manager, agile, scrum, waterfall, tdd, microservices, soa, rest api, linux, unix, windows, red hat, solaris, jira, confluence, ms office, excel, visio, soapui, splunk, react native, cordova, soap ui, mule esb, jersey",99
"R_215",NA,17,"Lead","java, javascript, go, perl, r, html, css, xml, rest, soap, ember, sql, mysql, oracle, sql server, teradata, ant, storm, tableau, qlikview, cognos, crystal reports, microstrategy, agile, scrum, waterfall, soa, unix, windows, jira, ms office, excel, visio, soapui, ios, etl, informatica, ssis, data warehouse, soap ui",40
"R_216",NA,NA,"Unknown","java, javascript, c\+\+, scala, go, r, shell scripting, html, html5, css, css3, xml, json, ajax, rest, soap, react, reactjs, angular, angularjs, node, nodejs, express, expressjs, jquery, backbone, ember, spring, spring boot, spring mvc, spring security, hibernate, jpa, struts, jsf, jsp, servlet, mybatis, apache camel, sql, mysql, oracle, sql server, mongodb, db2, aws, azure, ec2, s3, lambda, cloud foundry, docker, jenkins, git, github, svn, junit, mockito, maven, gradle, ant, grunt, kafka, agile, scrum, waterfall, tdd, soa, linux, unix, windows, jira, visio, splunk, android, soap ui, jersey",77
"R_217",NA,17,"Lead","go, r, ember, sql, sql server, ant, agile, scrum, kanban, waterfall, windows, jira, ssis, jersey",14
"R_218",NA,17,"Lead","java, javascript, c#, scala, go, r, html, css, ajax, rest, soap, express, jquery, ember, spring, hibernate, jpa, jsp, servlet, sql, oracle, sql server, db2, junit, ant, tableau, crystal reports, agile, scrum, soa, windows, jira, ms office, excel, visio, ios, etl, informatica, ssis, data warehouse",40
"R_219",NA,16,"Lead","java, javascript, c\+\+, go, r, vb\.net, html, html5, css, css3, less, xml, json, ajax, rest, soap, angular, angularjs, jquery, dojo, spring, spring mvc, spring security, hibernate, jpa, struts, jsf, ejb, jsp, servlet, sql, mysql, oracle, sql server, cassandra, db2, teradata, s3, jenkins, bamboo, git, svn, junit, testng, selenium, cucumber, mockito, maven, ant, kafka, agile, soa, unix, windows, jira, excel, soapui, splunk, soap ui",59
"R_220",NA,16,"Lead","java, javascript, c\+\+, go, r, vb\.net, html, html5, css, css3, less, xml, json, ajax, rest, soap, angular, angularjs, jquery, dojo, spring, spring mvc, spring security, hibernate, jpa, struts, jsf, ejb, jsp, servlet, sql, mysql, oracle, sql server, cassandra, db2, teradata, s3, jenkins, bamboo, git, svn, junit, testng, selenium, cucumber, mockito, maven, ant, kafka, agile, soa, unix, windows, jira, excel, soapui, splunk, soap ui",59
"R_221",NA,12,"Lead","go, r, css, less, json, vue, express, ember, sql, gcp, git, ant, pig, agile, scrum, waterfall, jira, excel, visio, postman, ssis, jersey",22
"R_222",NA,17,"Lead","java, javascript, go, swift, r, html, css, xml, json, ajax, rest, soap, spring, hibernate, struts, ejb, jsp, servlet, sql, oracle, sql server, aws, ec2, s3, junit, cucumber, ant, storm, tableau, cognos, agile, scrum, kanban, waterfall, tdd, bdd, soa, rest api, linux, windows, jira, confluence, ms office, excel, visio, ios, etl, informatica, ssis, data warehouse, olap, oltp, soap ui, jersey",54
"R_223",NA,8,"Lead","java, javascript, c\+\+, scala, go, r, html, xml, json, rest, soap, ember, sql, mysql, oracle, sql server, db2, selenium, cucumber, ant, hadoop, spark, hive, kafka, storm, flume, tableau, power bi, cognos, microstrategy, agile, scrum, kanban, waterfall, devops, tdd, bdd, soa, rest api, linux, unix, windows, jira, confluence, ms office, excel, visio, postman, ios, etl, informatica, ssis, data warehouse, olap, oltp, soap ui",56
"R_224",NA,NA,"Unknown","java, javascript, c\+\+, scala, go, r, shell scripting, html, html5, css, css3, xml, json, ajax, rest, soap, angular, angularjs, node, nodejs, express, jquery, backbone, ember, spring, spring boot, spring mvc, spring security, hibernate, jpa, struts, jsf, ejb, jsp, servlet, sql, mysql, oracle, sql server, mongodb, cassandra, redis, db2, aws, ec2, s3, lambda, docker, jenkins, git, svn, junit, selenium, mockito, maven, gradle, ant, kafka, agile, scrum, kanban, waterfall, tdd, soa, rest api, linux, unix, windows, jira, trello, excel, visio, soapui, apache cxf, jersey",75
